datetime,Unnamed: 0,name,tempmax,tempmin,temp,humidity,precip,preciptype,snowdepth,windgust,windspeed,winddir,sealevelpressure,description,icon,年,月,日,季度
2019-06-24,540,Beijing,38.0,21.0,30.0,43.0,0.0,,0.0,33.839999999999996,25.2,160.5,1006.3,Partly cloudy throughout the day.,partly-cloudy-day,2019,6,24,2
2019-06-25,541,Beijing,36.0,23.0,29.9,46.7,0.0,,0.0,34.56,25.2,136.3,1006.1,Partly cloudy throughout the day.,partly-cloudy-day,2019,6,25,2
2019-06-26,542,Beijing,32.0,23.6,27.8,55.5,0.0,,0.0,35.28,14.4,114.7,1004.2,Partly cloudy throughout the day.,partly-cloudy-day,2019,6,26,2
2019-06-27,543,Beijing,35.0,21.6,28.5,51.8,0.0,,0.0,36.0,12.7,181.9,999.1,Partly cloudy throughout the day.,partly-cloudy-day,2019,6,27,2
2019-06-28,544,Beijing,34.0,23.4,28.1,58.0,0.6,rain,0.0,39.6,21.6,264.4,997.1,Partly cloudy throughout the day with early morning rain.,precipitation,2019,6,28,2
2019-06-30,546,Beijing,33.0,22.0,28.4,31.1,0.0,,0.0,43.2,25.2,330.5,1002.2,Clear conditions throughout the day.,clear-day,2019,6,30,2
2019-07-01,547,Beijing,35.0,18.0,28.1,37.4,0.0,,0.0,39.6,21.6,88.0,1006.0,Clear conditions throughout the day.,clear-day,2019,7,1,3
2019-07-02,548,Beijing,33.0,22.0,26.7,55.8,0.0,,0.0,36.0,14.4,111.7,1006.0,Partly cloudy throughout the day.,partly-cloudy-day,2019,7,2,3
2019-07-03,549,Beijing,38.0,19.0,29.2,50.0,0.0,,0.0,32.4,18.0,193.6,1005.8,Clear conditions throughout the day.,clear-day,2019,7,3,3
2019-07-04,550,Beijing,39.0,22.6,31.6,39.4,0.0,,0.0,28.8,21.6,174.1,1000.9,Partly cloudy throughout the day.,partly-cloudy-day,2019,7,4,3
2019-07-05,551,Beijing,30.0,20.0,25.8,68.8,12.4,rain,0.0,36.0,25.2,322.2,996.4,Partly cloudy throughout the day with rain.,precipitation,2019,7,5,3
2019-07-06,552,Beijing,29.0,19.4,23.0,70.8,4.0,rain,0.0,32.4,21.6,9.5,1000.4,Partly cloudy throughout the day with rain.,precipitation,2019,7,6,3
2019-07-07,553,Beijing,27.0,19.0,23.1,73.2,4.0,rain,0.0,28.8,18.0,22.2,1008.5,Partly cloudy throughout the day with a chance of rain throughout the day.,precipitation,2019,7,7,3
2019-07-08,554,Beijing,32.0,19.7,26.0,64.0,0.6,rain,0.0,25.2,14.4,61.7,1009.3,Partly cloudy throughout the day with early morning rain.,precipitation,2019,7,8,3
2019-07-09,555,Beijing,27.0,22.8,24.5,73.8,0.2,rain,0.0,26.099999999999998,10.8,23.0,1006.0,Partly cloudy throughout the day with late afternoon rain.,precipitation,2019,7,9,3
2019-07-10,556,Beijing,30.0,20.0,24.9,69.3,0.0,,0.0,27.0,18.0,109.6,1006.5,Partly cloudy throughout the day.,partly-cloudy-day,2019,7,10,3
2019-07-11,557,Beijing,32.0,20.0,26.4,60.5,0.0,,0.0,27.9,14.6,160.3,1006.9,Partly cloudy throughout the day.,partly-cloudy-day,2019,7,11,3
2019-07-12,558,Beijing,35.0,20.0,28.0,57.2,0.0,,0.0,28.8,18.0,164.7,1002.6,Becoming cloudy in the afternoon.,partly-cloudy-day,2019,7,12,3
2019-07-13,559,Beijing,33.3,23.0,28.7,62.4,0.0,,0.0,43.2,14.4,114.7,1000.1,Partly cloudy throughout the day.,partly-cloudy-day,2019,7,13,3
2019-07-14,560,Beijing,34.0,20.0,27.3,61.9,0.0,,0.0,57.6,28.8,75.8,1001.9,Clearing in the afternoon.,partly-cloudy-day,2019,7,14,3
2019-07-15,561,Beijing,34.0,22.0,28.4,64.6,0.0,,0.0,50.400000000000006,14.4,138.8,1004.6,Partly cloudy throughout the day.,partly-cloudy-day,2019,7,15,3
2019-07-16,562,Beijing,33.0,24.0,27.8,64.4,0.0,,0.0,43.2,14.9,96.9,1007.2,Partly cloudy throughout the day.,partly-cloudy-day,2019,7,16,3
2019-07-18,564,Beijing,33.0,23.8,27.8,73.7,3.0,rain,0.0,25.200000000000003,10.8,95.2,1006.2,Partly cloudy throughout the day with morning rain.,precipitation,2019,7,18,3
2019-07-19,565,Beijing,31.2,24.8,27.9,71.5,0.0,,0.0,21.6,10.8,123.7,1004.8,Partly cloudy throughout the day.,partly-cloudy-day,2019,7,19,3
2019-07-20,566,Beijing,28.0,25.0,27.0,78.5,0.0,,0.0,30.6,10.8,138.0,1002.9,Partly cloudy throughout the day.,partly-cloudy-day,2019,7,20,3
2019-07-21,567,Beijing,40.0,25.0,31.6,64.5,0.0,,0.0,39.6,21.6,190.5,1001.5,Partly cloudy throughout the day.,partly-cloudy-day,2019,7,21,3
2019-07-22,568,Beijing,31.0,24.4,28.9,78.0,0.3,rain,0.0,32.4,7.4,113.3,1001.2,Partly cloudy throughout the day with late afternoon rain.,precipitation,2019,7,22,3
2019-07-23,569,Beijing,35.0,24.0,29.7,68.3,20.2,rain,0.0,25.2,18.0,300.8,997.7,Clear conditions throughout the day with rain clearing later.,precipitation,2019,7,23,3
2019-07-24,570,Beijing,36.5,26.0,31.0,68.6,0.0,,0.0,34.2,18.0,237.4,999.6,Partly cloudy throughout the day.,partly-cloudy-day,2019,7,24,3
2019-07-25,571,Beijing,37.0,25.0,31.5,57.7,0.0,,0.0,43.2,25.2,153.6,999.8,Clearing in the afternoon.,partly-cloudy-day,2019,7,25,3
2019-07-26,572,Beijing,35.0,23.0,29.2,67.9,0.0,,0.0,42.300000000000004,18.0,132.0,1000.3,Clear conditions throughout the day.,clear-day,2019,7,26,3
2019-07-27,573,Beijing,37.0,27.0,31.8,67.8,0.0,,0.0,41.400000000000006,18.0,120.0,1000.4,Partly cloudy throughout the day.,partly-cloudy-day,2019,7,27,3
2019-07-28,574,Beijing,34.0,25.8,29.9,75.9,0.0,,0.0,40.5,21.6,129.8,1001.6,Partly cloudy throughout the day.,partly-cloudy-day,2019,7,28,3
2019-07-30,576,Beijing,34.0,23.7,27.9,74.6,0.0,,0.0,41.142857142857146,14.6,201.0,1000.6,Partly cloudy throughout the day.,partly-cloudy-day,2019,7,30,3
2019-07-31,577,Beijing,37.0,22.8,29.6,60.5,0.0,,0.0,42.68571428571428,21.6,138.1,1003.1,Clear conditions throughout the day.,clear-day,2019,7,31,3
2019-08-01,578,Beijing,34.0,25.0,29.2,64.0,0.0,,0.0,44.22857142857143,20.2,132.9,1006.8,Partly cloudy throughout the day.,partly-cloudy-day,2019,8,1,3
2019-08-03,580,Beijing,31.0,22.0,26.8,73.9,2.4,rain,0.0,47.31428571428572,10.8,154.7,1009.1,Partly cloudy throughout the day with early morning rain.,precipitation,2019,8,3,3
2019-08-08,585,Beijing,32.0,23.0,27.8,77.8,0.0,,0.0,25.2,14.4,155.1,1005.5,Partly cloudy throughout the day.,partly-cloudy-day,2019,8,8,3
2019-08-12,589,Beijing,28.1,22.0,25.7,65.5,0.1,rain,0.0,43.2,25.2,0.5,998.0,Partly cloudy throughout the day with early morning rain.,precipitation,2019,8,12,3
2019-08-13,590,Beijing,31.0,22.0,26.7,66.1,3.0,rain,0.0,44.4,21.6,6.0,1001.1,Partly cloudy throughout the day with early morning rain.,precipitation,2019,8,13,3
2019-08-14,591,Beijing,33.0,22.0,26.5,66.1,0.0,,0.0,45.6,14.4,9.4,1002.3,Partly cloudy throughout the day.,partly-cloudy-day,2019,8,14,3
2019-08-15,592,Beijing,33.0,20.0,26.6,67.5,0.0,,0.0,46.8,25.2,154.9,998.0,Clear conditions throughout the day.,clear-day,2019,8,15,3
2019-08-17,594,Beijing,33.0,20.0,26.6,37.7,0.0,,0.0,46.8,28.8,306.2,1002.1,Clear conditions throughout the day.,clear-day,2019,8,17,3
2019-08-18,595,Beijing,32.0,16.7,24.5,58.3,0.0,,0.0,44.099999999999994,11.0,54.7,1005.9,Partly cloudy throughout the day.,partly-cloudy-day,2019,8,18,3
2019-08-19,596,Beijing,32.0,20.0,26.6,65.3,0.0,,0.0,41.4,16.3,163.8,1008.0,Partly cloudy throughout the day.,partly-cloudy-day,2019,8,19,3
2019-08-21,598,Beijing,31.0,18.8,25.2,60.2,0.0,,0.0,36.0,21.6,312.8,1009.3,Clear conditions throughout the day.,clear-day,2019,8,21,3
2019-08-22,599,Beijing,31.0,19.0,24.3,59.2,0.0,,0.0,43.2,25.2,313.4,1009.9,Partly cloudy throughout the day.,partly-cloudy-day,2019,8,22,3
2019-08-23,600,Beijing,31.0,16.3,23.8,61.0,0.0,,0.0,39.6,14.4,10.2,1011.5,Partly cloudy throughout the day.,partly-cloudy-day,2019,8,23,3
2019-08-24,601,Beijing,33.0,19.0,26.3,57.3,0.0,,0.0,36.0,21.6,182.6,1011.5,Partly cloudy throughout the day.,partly-cloudy-day,2019,8,24,3
2019-08-25,602,Beijing,32.0,17.0,25.0,60.6,0.0,,0.0,32.4,19.9,177.6,1011.6,Partly cloudy throughout the day.,partly-cloudy-day,2019,8,25,3
2019-08-27,604,Beijing,34.0,18.0,26.8,52.0,0.0,,0.0,43.2,25.2,299.1,1007.1,Clear conditions throughout the day.,clear-day,2019,8,27,3
2019-08-29,606,Beijing,31.0,16.0,24.8,39.6,0.0,,0.0,41.4,21.6,344.2,1009.4,Clear conditions throughout the day.,clear-day,2019,8,29,3
2019-08-30,607,Beijing,32.0,19.0,26.1,39.5,0.0,,0.0,36.0,25.2,340.8,1011.6,Clear conditions throughout the day.,clear-day,2019,8,30,3
2019-08-31,608,Beijing,32.0,16.0,25.3,47.4,0.0,,0.0,25.2,14.4,179.2,1013.3,Clear conditions throughout the day.,clear-day,2019,8,31,3
2019-09-01,609,Beijing,33.0,17.0,25.4,52.5,0.0,,0.0,28.8,18.0,189.7,1014.4,Clear conditions throughout the day.,clear-day,2019,9,1,3
2019-09-02,610,Beijing,34.0,17.0,25.5,55.3,0.0,,0.0,28.8,16.3,188.8,1015.3,Clear conditions throughout the day.,clear-day,2019,9,2,3
2019-09-03,611,Beijing,34.0,17.0,25.4,61.9,0.0,,0.0,28.8,14.4,136.8,1013.8,Clear conditions throughout the day.,clear-day,2019,9,3,3
2019-09-04,612,Beijing,31.3,19.0,24.8,64.6,0.0,,0.0,28.8,14.4,121.1,1011.4,Partly cloudy throughout the day.,partly-cloudy-day,2019,9,4,3
2019-09-05,613,Beijing,33.0,18.0,25.2,61.1,0.0,,0.0,28.8,14.4,203.8,1007.8,Partly cloudy throughout the day.,partly-cloudy-day,2019,9,5,3
2019-09-06,614,Beijing,34.0,17.0,25.4,61.3,0.0,,0.0,28.8,10.8,148.4,1007.2,Clear conditions throughout the day.,clear-day,2019,9,6,3
2019-09-07,615,Beijing,36.0,19.0,27.2,56.1,0.0,,0.0,28.8,14.4,197.4,1002.9,Clear conditions throughout the day.,clear-day,2019,9,7,3
2019-09-08,616,Beijing,37.0,20.0,28.2,55.1,0.0,,0.0,28.8,18.0,98.1,1004.3,Clearing in the afternoon.,partly-cloudy-day,2019,9,8,3
2019-09-09,617,Beijing,32.0,20.6,26.1,70.4,27.0,rain,0.0,28.8,14.4,73.9,1010.0,Partly cloudy throughout the day with late afternoon rain.,precipitation,2019,9,9,3
2019-09-11,619,Beijing,25.0,18.0,21.3,70.8,0.0,,0.0,28.8,10.8,26.5,1020.6,Partly cloudy throughout the day.,partly-cloudy-day,2019,9,11,3
2019-09-12,620,Beijing,23.0,18.0,20.7,66.5,0.0,,0.0,28.8,14.4,152.9,1015.6,Partly cloudy throughout the day.,partly-cloudy-day,2019,9,12,3
2019-09-13,621,Beijing,27.0,17.9,21.7,77.4,24.6,rain,0.0,28.8,10.8,316.5,1011.7,Partly cloudy throughout the day with early morning rain.,precipitation,2019,9,13,3
2019-09-14,622,Beijing,29.0,16.0,22.6,62.1,1.3,rain,0.0,27.0,14.4,19.4,1015.5,Partly cloudy throughout the day with early morning rain.,precipitation,2019,9,14,3
2019-09-15,623,Beijing,28.0,15.0,21.2,74.8,0.0,,0.0,25.2,10.8,208.8,1013.0,Partly cloudy throughout the day.,partly-cloudy-day,2019,9,15,3
2019-09-16,624,Beijing,27.2,15.0,21.9,57.4,0.0,,0.0,36.0,18.0,156.4,1016.6,Clear conditions throughout the day.,clear-day,2019,9,16,3
2019-09-17,625,Beijing,28.0,16.0,21.4,67.2,0.0,,0.0,36.0,21.6,210.3,1017.2,Partly cloudy throughout the day.,partly-cloudy-day,2019,9,17,3
2019-09-18,626,Beijing,26.0,14.0,20.4,37.8,0.0,,0.0,36.0,14.4,77.4,1025.0,Clear conditions throughout the day.,clear-day,2019,9,18,3
2019-09-19,627,Beijing,25.0,11.0,18.1,65.4,0.0,,0.0,33.94285714285714,14.4,170.4,1020.5,Partly cloudy throughout the day.,partly-cloudy-day,2019,9,19,3
2019-09-20,628,Beijing,29.0,14.0,20.7,67.3,0.0,,0.0,31.885714285714286,14.4,77.7,1016.7,Partly cloudy throughout the day.,partly-cloudy-day,2019,9,20,3
2019-09-21,629,Beijing,28.0,15.0,21.7,69.0,0.0,,0.0,29.82857142857143,14.4,88.1,1021.0,Partly cloudy throughout the day.,partly-cloudy-day,2019,9,21,3
2019-09-22,630,Beijing,28.0,16.0,21.4,72.0,0.0,,0.0,27.771428571428572,10.8,110.5,1021.9,Clear conditions throughout the day.,clear-day,2019,9,22,3
2019-09-23,631,Beijing,33.0,16.0,24.1,52.4,0.0,,0.0,25.714285714285715,18.0,296.9,1018.6,Clear conditions throughout the day.,clear-day,2019,9,23,3
2019-09-24,632,Beijing,32.0,14.0,23.2,48.8,0.0,,0.0,23.65714285714286,14.4,28.7,1019.6,Clear conditions throughout the day.,clear-day,2019,9,24,3
2019-09-25,633,Beijing,30.0,14.0,22.1,60.1,0.0,,0.0,21.6,14.4,183.1,1021.1,Clear conditions throughout the day.,clear-day,2019,9,25,3
2019-09-26,634,Beijing,30.0,15.0,21.4,67.9,0.0,,0.0,22.32,10.8,135.5,1021.4,Clear conditions throughout the day.,clear-day,2019,9,26,3
2019-09-27,635,Beijing,28.0,15.0,20.6,72.5,0.0,,0.0,23.04,18.0,144.8,1020.7,Partly cloudy throughout the day.,partly-cloudy-day,2019,9,27,3
2019-09-28,636,Beijing,29.0,14.0,20.9,73.2,0.0,,0.0,23.76,10.8,165.0,1016.6,Clear conditions throughout the day.,clear-day,2019,9,28,3
2019-09-29,637,Beijing,30.0,15.0,21.7,73.1,0.0,,0.0,24.48,10.8,87.3,1014.8,Clear conditions throughout the day.,clear-day,2019,9,29,3
2019-09-30,638,Beijing,30.0,16.0,22.5,70.9,0.0,,0.0,25.2,14.4,155.7,1013.4,Clear conditions throughout the day.,clear-day,2019,9,30,3
2019-10-01,639,Beijing,30.0,15.0,22.2,67.4,0.0,,0.0,27.0,18.0,158.4,1014.6,Clear conditions throughout the day.,clear-day,2019,10,1,4
2019-10-02,640,Beijing,29.0,16.0,21.4,69.8,0.0,,0.0,28.8,10.8,142.5,1012.9,Clear conditions throughout the day.,clear-day,2019,10,2,4
2019-10-03,641,Beijing,30.0,16.0,22.9,69.0,0.0,,0.0,34.2,21.6,124.4,1011.8,Becoming cloudy in the afternoon.,partly-cloudy-day,2019,10,3,4
2019-10-04,642,Beijing,21.0,12.0,14.7,75.5,15.0,rain,0.0,39.6,21.6,48.2,1022.1,Partly cloudy throughout the day with a chance of rain throughout the day.,precipitation,2019,10,4,4
2019-10-05,643,Beijing,20.0,6.0,13.1,55.8,0.0,,0.0,36.9,14.4,4.2,1027.8,Becoming cloudy in the afternoon.,partly-cloudy-day,2019,10,5,4
2019-10-06,644,Beijing,18.0,8.0,13.0,68.6,0.0,,0.0,34.2,18.0,186.0,1024.2,Partly cloudy throughout the day.,partly-cloudy-day,2019,10,6,4
2019-10-07,645,Beijing,24.0,8.0,15.1,68.0,0.0,,0.0,31.5,18.0,214.4,1018.7,Clear conditions throughout the day.,clear-day,2019,10,7,4
2019-10-08,646,Beijing,22.0,9.0,15.7,38.1,0.0,,0.0,28.8,25.2,53.4,1023.7,Clear conditions throughout the day.,clear-day,2019,10,8,4
2019-10-09,647,Beijing,22.0,6.0,14.1,68.7,0.0,,0.0,29.400000000000002,18.0,198.7,1016.3,Partly cloudy throughout the day.,partly-cloudy-day,2019,10,9,4
2019-10-10,648,Beijing,19.0,12.0,15.0,78.6,0.0,,0.0,30.0,18.0,153.1,1014.5,Partly cloudy throughout the day.,partly-cloudy-day,2019,10,10,4
2019-10-11,649,Beijing,19.0,11.0,15.2,71.5,0.0,,0.0,30.6,14.4,132.8,1020.0,Partly cloudy throughout the day.,partly-cloudy-day,2019,10,11,4
2019-10-12,650,Beijing,17.0,14.0,15.1,62.8,0.0,,0.0,31.2,7.2,108.9,1023.1,Cloudy skies throughout the day.,overcast,2019,10,12,4
2019-10-13,651,Beijing,15.0,6.0,10.9,76.3,1.5,rain,0.0,31.8,10.8,80.3,1027.8,Partly cloudy throughout the day with rain.,precipitation,2019,10,13,4
2019-10-14,652,Beijing,15.0,1.0,7.8,54.6,0.1,rain,0.0,32.4,14.4,358.9,1037.0,Clear conditions throughout the day with early morning rain.,precipitation,2019,10,14,4
2019-10-15,653,Beijing,17.0,2.0,8.7,61.1,0.0,,0.0,33.0,14.4,290.5,1033.4,Becoming cloudy in the afternoon.,partly-cloudy-day,2019,10,15,4
2019-10-16,654,Beijing,18.4,5.0,11.2,58.7,0.0,,0.0,33.6,16.1,270.7,1027.5,Partly cloudy throughout the day.,partly-cloudy-day,2019,10,16,4
2019-10-17,655,Beijing,16.0,9.4,12.4,75.9,0.7,rain,0.0,34.2,10.8,186.7,1025.3,Partly cloudy throughout the day with rain.,precipitation,2019,10,17,4
2019-10-20,658,Beijing,23.0,8.0,15.3,53.5,0.0,,0.0,36.0,25.2,315.8,1019.2,Clear conditions throughout the day.,clear-day,2019,10,20,4
2019-10-21,659,Beijing,20.0,5.0,11.7,49.7,0.0,,0.0,40.5,14.4,5.1,1020.4,Clear conditions throughout the day.,clear-day,2019,10,21,4
2019-10-22,660,Beijing,19.0,5.0,11.3,73.4,0.0,,0.0,45.0,10.8,44.4,1017.8,Partly cloudy throughout the day.,partly-cloudy-day,2019,10,22,4
2019-10-23,661,Beijing,21.0,8.0,13.2,73.4,0.0,,0.0,49.5,9.1,18.1,1017.6,Partly cloudy throughout the day.,partly-cloudy-day,2019,10,23,4
2019-10-26,664,Beijing,16.0,1.0,7.4,65.0,0.0,,0.0,54.0,14.4,224.5,1022.1,Clearing in the afternoon.,partly-cloudy-day,2019,10,26,4
2019-10-27,665,Beijing,19.0,1.0,8.7,67.8,0.0,,0.0,64.8,10.8,151.4,1014.8,Clear conditions throughout the day.,clear-day,2019,10,27,4
2019-10-29,667,Beijing,18.0,-1.0,7.3,55.9,0.0,,0.0,70.55999999999999,10.8,199.4,1018.3,Clear conditions throughout the day.,clear-day,2019,10,29,4
2019-10-30,668,Beijing,22.0,1.0,10.1,60.9,0.0,,0.0,65.52,14.4,226.9,1016.3,Clear conditions throughout the day.,clear-day,2019,10,30,4
2019-10-31,669,Beijing,26.0,4.0,13.4,55.4,0.0,,0.0,60.48,18.0,345.0,1019.3,Clear conditions throughout the day.,clear-day,2019,10,31,4
2019-11-01,670,Beijing,19.0,4.0,11.6,62.2,0.0,,0.0,55.44,10.8,87.1,1025.3,Partly cloudy throughout the day.,partly-cloudy-day,2019,11,1,4
2019-11-02,671,Beijing,14.0,10.0,12.1,71.9,0.0,,0.0,50.4,18.0,0.4,1021.9,Partly cloudy throughout the day.,partly-cloudy-day,2019,11,2,4
2019-11-03,672,Beijing,14.0,5.0,10.8,67.5,0.9,rain,0.0,45.36,14.4,10.2,1027.6,Partly cloudy throughout the day with rain clearing later.,precipitation,2019,11,3,4
2019-11-04,673,Beijing,17.0,2.0,8.7,78.4,0.0,,0.0,40.32,10.8,214.8,1025.7,Clear conditions throughout the day.,clear-day,2019,11,4,4
2019-11-05,674,Beijing,17.0,4.0,10.5,68.4,0.0,,0.0,35.279999999999994,18.0,100.6,1023.3,Becoming cloudy in the afternoon.,partly-cloudy-day,2019,11,5,4
2019-11-06,675,Beijing,14.0,6.9,9.7,76.9,0.0,,0.0,30.24,10.8,88.4,1019.2,Partly cloudy throughout the day.,partly-cloudy-day,2019,11,6,4
2019-11-07,676,Beijing,13.2,2.0,8.5,46.2,0.0,,0.0,25.2,18.0,56.3,1026.4,Clear conditions throughout the day.,clear-day,2019,11,7,4
2019-11-08,677,Beijing,17.0,-1.0,6.7,64.5,0.0,,0.0,23.4,14.4,275.6,1023.9,Clear conditions throughout the day.,clear-day,2019,11,8,4
2019-11-09,678,Beijing,14.0,0.0,7.8,74.4,0.0,,0.0,21.6,7.4,65.4,1019.5,Partly cloudy throughout the day.,partly-cloudy-day,2019,11,9,4
2019-11-11,680,Beijing,19.0,2.0,10.8,51.5,0.0,,0.0,32.4,14.4,279.5,1014.9,Clear conditions throughout the day.,clear-day,2019,11,11,4
2019-11-12,681,Beijing,16.1,6.0,11.8,55.8,0.0,,0.0,54.0,10.8,111.4,1016.1,Partly cloudy throughout the day.,partly-cloudy-day,2019,11,12,4
2019-11-14,683,Beijing,7.0,-4.0,1.2,46.9,0.0,,0.0,74.19999999999999,10.8,86.4,1019.2,Clear conditions throughout the day.,clear-day,2019,11,14,4
2019-11-15,684,Beijing,9.0,-3.0,4.1,63.0,0.0,,0.0,72.8,18.0,84.3,1017.9,Partly cloudy throughout the day.,partly-cloudy-day,2019,11,15,4
2019-11-16,685,Beijing,9.0,5.8,7.3,67.3,0.0,,0.0,71.39999999999999,7.2,87.9,1020.0,Partly cloudy throughout the day.,partly-cloudy-day,2019,11,16,4
2019-11-19,688,Beijing,7.0,-8.0,0.3,34.4,0.0,,0.0,65.4,16.3,270.5,1028.9,Clear conditions throughout the day.,clear-day,2019,11,19,4
2019-11-20,689,Beijing,8.0,-6.0,0.3,53.0,0.0,,0.0,66.0,7.2,96.4,1028.5,Becoming cloudy in the afternoon.,partly-cloudy-day,2019,11,20,4
2019-11-21,690,Beijing,5.0,-3.0,1.3,71.2,0.0,,0.0,66.60000000000001,9.1,31.5,1026.1,Partly cloudy throughout the day.,partly-cloudy-day,2019,11,21,4
2019-11-22,691,Beijing,9.1,1.0,5.9,71.8,0.0,,0.0,67.2,10.8,330.3,1021.8,Partly cloudy throughout the day.,partly-cloudy-day,2019,11,22,4
2019-11-23,692,Beijing,13.0,6.0,9.7,63.4,0.0,,0.0,67.80000000000001,14.6,342.3,1020.6,Partly cloudy throughout the day.,partly-cloudy-day,2019,11,23,4
2019-11-27,696,Beijing,4.0,-6.0,0.7,24.7,0.0,,0.0,54.00000000000001,21.6,23.1,1040.1,Clear conditions throughout the day.,clear-day,2019,11,27,4
2019-11-30,699,Beijing,5.0,-1.2,0.9,69.1,3.2,"rain,snow",0.0,39.6,28.8,292.9,1029.6,Partly cloudy throughout the day with rain or snow clearing later.,precipitation,2019,11,30,4
2019-12-10,709,Beijing,10.0,-5.0,1.5,58.7,0.0,,0.0,64.8,28.8,330.3,1018.3,Clear conditions throughout the day.,clear-day,2019,12,10,4
2020-01-04,734,Beijing,10.0,-6.0,0.8,47.4,0.0,,0.0,23.0,18.0,6.7,1028.6,Clear conditions throughout the day.,clear-day,2020,1,4,1
2020-01-07,737,Beijing,2.3,-1.0,0.5,43.8,0.0,,0.0,40.0,25.2,348.9,1026.0,Cloudy skies throughout the day.,overcast,2020,1,7,1
2020-01-20,750,Beijing,6.0,-5.0,0.6,28.8,0.0,,0.0,43.2,21.6,317.8,1026.7,Clear conditions throughout the day.,clear-day,2020,1,20,1
2020-01-29,759,Beijing,8.0,-3.7,1.2,56.1,0.0,,0.0,22.0,14.4,19.6,1025.9,Partly cloudy throughout the day.,partly-cloudy-day,2020,1,29,1
2020-01-31,761,Beijing,10.0,-9.0,0.4,50.1,0.0,,0.0,33.5,21.6,354.0,1023.2,Clear conditions throughout the day.,clear-day,2020,1,31,1
2020-02-01,762,Beijing,6.0,-1.7,1.5,28.3,0.0,,0.0,33.5,18.0,22.6,1029.1,Partly cloudy throughout the day.,partly-cloudy-day,2020,2,1,1
2020-02-10,771,Beijing,12.0,-6.0,1.5,67.3,0.0,,0.0,14.4,10.8,13.9,1019.0,Clear conditions throughout the day.,clear-day,2020,2,10,1
2020-02-11,772,Beijing,11.0,-5.0,1.7,76.1,0.0,,0.0,21.6,10.8,63.2,1018.5,Clear conditions throughout the day.,clear-day,2020,2,11,1
2020-02-12,773,Beijing,12.0,-4.0,2.8,76.8,0.0,,0.0,12.2,7.2,334.0,1014.7,Clear conditions throughout the day.,clear-day,2020,2,12,1
2020-02-17,778,Beijing,9.0,-4.0,1.3,40.9,0.0,,3.6,51.8,25.2,292.6,1029.2,Clear conditions throughout the day.,clear-day,2020,2,17,1
2020-02-18,779,Beijing,11.0,-5.0,2.2,57.5,0.0,,0.9,28.8,14.4,156.4,1025.8,Becoming cloudy in the afternoon.,partly-cloudy-day,2020,2,18,1
2020-02-19,780,Beijing,9.0,-3.0,2.2,65.8,0.0,,0.0,25.2,14.4,92.1,1026.0,Partly cloudy throughout the day.,partly-cloudy-day,2020,2,19,1
2020-02-22,783,Beijing,10.0,-1.0,4.3,27.3,0.0,,0.0,50.4,25.2,283.0,1029.9,Clear conditions throughout the day.,clear-day,2020,2,22,1
2020-02-23,784,Beijing,10.0,-4.0,2.5,51.2,0.0,,0.0,25.2,10.8,119.1,1021.6,Becoming cloudy in the afternoon.,partly-cloudy-day,2020,2,23,1
2020-02-24,785,Beijing,9.0,-2.0,4.4,53.9,0.0,,0.0,25.6,14.4,7.4,1019.5,Partly cloudy throughout the day.,partly-cloudy-day,2020,2,24,1
2020-02-25,786,Beijing,10.0,3.0,6.4,44.7,0.0,,0.0,25.2,14.4,154.2,1023.1,Partly cloudy throughout the day.,partly-cloudy-day,2020,2,25,1
2020-02-26,787,Beijing,9.0,0.7,4.8,46.6,0.0,,0.0,25.9,16.3,174.0,1031.6,Partly cloudy throughout the day.,partly-cloudy-day,2020,2,26,1
2020-02-27,788,Beijing,5.0,0.0,2.8,50.3,0.0,,0.0,29.2,21.6,157.8,1030.7,Partly cloudy throughout the day.,partly-cloudy-day,2020,2,27,1
2020-02-28,789,Beijing,9.0,-4.0,2.9,59.9,0.0,,0.0,25.2,13.7,180.2,1019.5,Partly cloudy throughout the day.,partly-cloudy-day,2020,2,28,1
2020-03-02,792,Beijing,8.5,-5.0,2.4,54.5,4.4,"rain,snow",0.0,43.2,21.6,113.3,1025.1,Partly cloudy throughout the day with late afternoon rain or snow.,precipitation,2020,3,2,1
2020-03-04,794,Beijing,7.0,-7.0,1.1,33.1,0.0,,0.0,50.4,18.0,16.6,1031.4,Clear conditions throughout the day.,clear-day,2020,3,4,1
2020-03-05,795,Beijing,9.0,-7.0,2.2,44.0,0.0,,0.0,41.0,25.2,178.5,1023.5,Partly cloudy throughout the day.,partly-cloudy-day,2020,3,5,1
2020-03-06,796,Beijing,11.0,-3.0,4.1,66.6,0.7,rain,0.0,32.4,18.0,6.0,1014.8,Partly cloudy throughout the day with late afternoon rain.,precipitation,2020,3,6,1
2020-03-07,797,Beijing,15.0,1.0,7.9,60.0,0.2,rain,0.0,30.6,18.0,58.4,1016.2,Clear conditions throughout the day with early morning rain.,precipitation,2020,3,7,1
2020-03-09,799,Beijing,12.0,3.0,7.2,79.3,2.5,rain,0.0,23.0,21.6,142.9,1018.5,Partly cloudy throughout the day with rain clearing later.,precipitation,2020,3,9,1
2020-03-11,801,Beijing,15.5,-5.0,4.8,47.4,0.0,,0.0,39.6,10.8,172.3,1014.8,Clear conditions throughout the day.,clear-day,2020,3,11,1
